iter	Accuracy	Logloss
883	0.9380145278	0.1980314047
884	0.9382566586	0.1978942508
885	0.9382566586	0.1976969721
886	0.9384987893	0.1974965343
887	0.9387409201	0.1973517783
888	0.9387409201	0.1972821604
889	0.9387409201	0.1971674718
890	0.9388619855	0.1971098227
891	0.9384987893	0.1969811195
892	0.938377724	0.1968913798
893	0.9384987893	0.1968007434
894	0.9386198547	0.1966438687
895	0.9384987893	0.1965512693
896	0.9384987893	0.1965009911
897	0.9384987893	0.1964567703
898	0.9386198547	0.1963137322
899	0.9387409201	0.1961688987
900	0.9387409201	0.1960985908
901	0.9392251816	0.1959549971
902	0.9394673123	0.1958202442
903	0.9391041162	0.195675891
904	0.939346247	0.1955672544
905	0.9388619855	0.1954542232
906	0.9388619855	0.1954093661
907	0.9392251816	0.1952465784
908	0.939346247	0.1950364038
909	0.9395883777	0.1948588839
910	0.9397094431	0.19465977
911	0.9397094431	0.194526944
912	0.9399515738	0.1944276753
913	0.9401937046	0.1943059916
914	0.9404358354	0.1941550796
915	0.9401937046	0.1940148037
916	0.9401937046	0.1938733855
917	0.9401937046	0.1938030479
918	0.9401937046	0.1937770468
919	0.9401937046	0.1936828081
920	0.94031477	0.1936421934
921	0.9404358354	0.1935368836
922	0.9404358354	0.1934170982
923	0.9405569007	0.1932823131
924	0.9406779661	0.1931797877
925	0.9406779661	0.1931239922
926	0.9405569007	0.193035697
927	0.9411622276	0.1928954238
928	0.941283293	0.1928322035
929	0.9414043584	0.1927591539
930	0.9415254237	0.1926078988
931	0.9417675545	0.1924917537
932	0.9420096852	0.1922381933
933	0.9421307506	0.1921374258
934	0.942251816	0.1919406415
935	0.9420096852	0.1916373653
936	0.9418886199	0.1915578631
937	0.9417675545	0.1914719108
938	0.9418886199	0.1913910564
939	0.9418886199	0.1913289143
940	0.9418886199	0.1912300102
941	0.9418886199	0.1911206968
942	0.9420096852	0.1910432223
943	0.9421307506	0.1909151211
944	0.9420096852	0.1908639271
945	0.9421307506	0.1908004079
946	0.9421307506	0.1907315354
947	0.942251816	0.1906598222
948	0.942251816	0.1905268891
949	0.942251816	0.1903780663
950	0.9418886199	0.1903077145
951	0.9421307506	0.1900846029
952	0.9420096852	0.189970708
953	0.9421307506	0.1898730653
954	0.9424939467	0.1897504918
955	0.9424939467	0.1897010405
956	0.9424939467	0.1896384942
957	0.9426150121	0.1895484337
958	0.9426150121	0.1894976932
959	0.9427360775	0.1894171704
960	0.9427360775	0.1893438956
961	0.9427360775	0.1892349364
962	0.9424939467	0.1891449462
963	0.9423728814	0.1890573973
964	0.9423728814	0.1889753511
965	0.9424939467	0.1888948726
966	0.9424939467	0.1887342113
967	0.9423728814	0.1885878348
968	0.9424939467	0.1885385681
969	0.9423728814	0.1884721263
970	0.9426150121	0.1883310163
971	0.9430992736	0.1881794152
972	0.9429782082	0.188127934
973	0.9429782082	0.1880776031
974	0.943220339	0.1878678459
975	0.9433414044	0.1877620138
976	0.9440677966	0.1876040782
977	0.9443099274	0.1875318549
978	0.9440677966	0.1874215855
979	0.9440677966	0.1873389852
980	0.9439467312	0.1871787893
981	0.9443099274	0.1870055954
982	0.9443099274	0.1869128936
983	0.9443099274	0.1868033678
984	0.9443099274	0.1867485211
985	0.9443099274	0.1867094379
986	0.9443099274	0.1866298235
987	0.944188862	0.1864850045
988	0.9443099274	0.1864110252
989	0.9443099274	0.186262997
990	0.9443099274	0.1861486597
991	0.9444309927	0.1859975652
992	0.9445520581	0.1859398198
993	0.9445520581	0.1858582216
994	0.9445520581	0.1857884201
995	0.9446731235	0.1855916362
996	0.9447941889	0.1854841573
997	0.9449152542	0.1853205394
998	0.9449152542	0.1851885247
999	0.9449152542	0.184950754
